Codice Prodotto,Nome Prodotto,Categoria,Prezzo
P04609,Max Informatica 540,Informatica,1825.38
P04610,Eco Abbigliamento 1,Abbigliamento,1565.5
P04611,Lite Telefonia 592,Telefonia,1576.32
P04612,Eco Abbigliamento 847,Abbigliamento,688.01
P04613,Ultra Giochi 40,Giochi,664.13
P04614,Ultra Giochi 829,Giochi,1574.6
P04615,Prime Giochi 369,Giochi,334.63
P04616,Mini Sport 41,Sport,782.68
P04617,Smart Sport 368,Sport,160.71
P04618,Air Giardinaggio 14,Giardinaggio,1300.96
P04619,Max Giochi 109,Giochi,1250.93
P04620,Plus Abbigliamento 94,Abbigliamento,784.57
P04621,Max Bellezza 379,Bellezza,1910.16
P04622,Ultra Arredamento 144,Arredamento,1051.36
P04623,Plus Elettrodomestici 361,Elettrodomestici,172.23
P04624,Air Giardinaggio 262,Giardinaggio,737.28
P04625,Mini Informatica 97,Informatica,69.62
P04626,Smart Telefonia 774,Telefonia,171.66
P04627,Plus Abbigliamento 374,Abbigliamento,959.47
P04628,Eco Elettrodomestici 894,Elettrodomestici,898.84
P04629,Ultra Bellezza 364,Bellezza,489.79
P04630,Prime Abbigliamento 207,Abbigliamento,627.44
P04631,Mini Giardinaggio 672,Giardinaggio,524.88
P04632,Eco Abbigliamento 764,Abbigliamento,1384.44
P04633,Lite Abbigliamento 119,Abbigliamento,476.01
P04634,Lite Giardinaggio 937,Giardinaggio,1923.45
P04635,Lite Abbigliamento 90,Abbigliamento,1328.73
P04636,Plus Bellezza 558,Bellezza,415.96
P04637,Ultra Elettrodomestici 633,Elettrodomestici,1273.17
P04638,Air Giochi 178,Giochi,1811.37
P04639,Lite Giochi 203,Giochi,1643.08
P04640,Mini Telefonia 358,Telefonia,926.38
P04641,Ultra Telefonia 169,Telefonia,1517.88
P04642,Mini Elettrodomestici 293,Elettrodomestici,1106.03
P04643,Ultra Sport 564,Sport,1643.4
P04644,Ultra Automotive 717,Automotive,646.18
P04645,Pro Informatica 977,Informatica,1174.18
P04646,Smart Abbigliamento 633,Abbigliamento,1485.41
P04647,Ultra Bellezza 664,Bellezza,1930.62
P04648,Prime Sport 463,Sport,1591.21
P04649,Max Informatica 589,Informatica,1196.49
P04650,Mini Elettrodomestici 348,Elettrodomestici,1824.8
P04651,Eco Automotive 178,Automotive,1628.28
P04652,Max Giardinaggio 599,Giardinaggio,1707.2
P04653,Smart Giardinaggio 646,Giardinaggio,1152.1
P04654,Max Informatica 162,Informatica,1466.0
P04655,Smart Telefonia 970,Telefonia,1542.09
P04656,Smart Giochi 431,Giochi,258.96
P04657,Ultra Automotive 953,Automotive,801.46
P04658,Ultra Giardinaggio 367,Giardinaggio,1834.39
P04659,Eco Elettrodomestici 873,Elettrodomestici,1430.69
P04660,Plus Bellezza 911,Bellezza,1771.98
P04661,Pro Giardinaggio 141,Giardinaggio,453.01
P04662,Smart Sport 178,Sport,926.32
P04663,Lite Giochi 306,Giochi,1885.62
P04664,Prime Giardinaggio 621,Giardinaggio,354.33
P04665,Air Giardinaggio 234,Giardinaggio,854.97
P04666,Pro Telefonia 537,Telefonia,934.33
P04667,Lite Automotive 902,Automotive,1927.81
P04668,Air Sport 840,Sport,1966.52
P04669,Ultra Giardinaggio 74,Giardinaggio,672.21
P04670,Lite Arredamento 148,Arredamento,1984.52
P04671,Air Informatica 241,Informatica,1792.57
P04672,Max Automotive 393,Automotive,1577.29
P04673,Max Elettrodomestici 687,Elettrodomestici,272.43
P04674,Mini Giardinaggio 104,Giardinaggio,131.8
P04675,Mini Sport 176,Sport,1353.76
P04676,Max Informatica 328,Informatica,737.51
P04677,Mini Automotive 330,Automotive,1772.96
P04678,Mini Bellezza 608,Bellezza,187.97
P04679,Pro Informatica 907,Informatica,1804.98
P04680,Smart Telefonia 868,Telefonia,696.42
P04681,Ultra Abbigliamento 446,Abbigliamento,321.93
P04682,Prime Sport 39,Sport,1858.95
P04683,Air Automotive 16,Automotive,661.68
P04684,Eco Bellezza 705,Bellezza,1443.54
P04685,Eco Giochi 490,Giochi,1750.23
P04686,Air Bellezza 127,Bellezza,126.36
P04687,Smart Elettrodomestici 463,Elettrodomestici,1885.46
P04688,Mini Giochi 128,Giochi,463.57
P04689,Pro Informatica 405,Informatica,1426.22
P04690,Prime Telefonia 346,Telefonia,213.04
P04691,Mini Giardinaggio 927,Giardinaggio,1487.86
P04692,Mini Elettrodomestici 65,Elettrodomestici,881.34
P04693,Smart Telefonia 624,Telefonia,400.5
P04694,Eco Arredamento 941,Arredamento,1058.17
P04695,Ultra Elettrodomestici 480,Elettrodomestici,1000.95
P04696,Eco Bellezza 720,Bellezza,1531.51
P04697,Max Automotive 749,Automotive,112.77
P04698,Plus Giochi 45,Giochi,996.81
P04699,Plus Arredamento 347,Arredamento,1893.71
P04700,Pro Sport 479,Sport,1976.39
P04701,Air Elettrodomestici 453,Elettrodomestici,1153.29
P04702,Mini Informatica 233,Informatica,450.19
P04703,Air Giardinaggio 500,Giardinaggio,191.32
P04704,Max Giardinaggio 169,Giardinaggio,470.14
P04705,Air Informatica 117,Informatica,777.07
P04706,Pro Arredamento 326,Arredamento,965.07
P04707,Plus Elettrodomestici 90,Elettrodomestici,1075.74
P04708,Air Telefonia 307,Telefonia,1399.83
P04709,Ultra Telefonia 957,Telefonia,1008.79
P04710,Eco Arredamento 989,Arredamento,193.07
P04711,Mini Sport 390,Sport,403.72
P04712,Smart Elettrodomestici 751,Elettrodomestici,1881.41
P04713,Max Giardinaggio 907,Giardinaggio,886.69
P04714,Pro Arredamento 85,Arredamento,1786.15
P04715,Plus Giochi 482,Giochi,892.65
P04716,Smart Giochi 997,Giochi,1021.69
P04717,Plus Elettrodomestici 998,Elettrodomestici,494.36
P04718,Air Elettrodomestici 582,Elettrodomestici,1975.71
P04719,Pro Abbigliamento 345,Abbigliamento,924.45
P04720,Pro Abbigliamento 117,Abbigliamento,990.78
P04721,Ultra Bellezza 461,Bellezza,1884.82
P04722,Plus Sport 209,Sport,1841.15
P04723,Air Giardinaggio 503,Giardinaggio,1830.69
P04724,Lite Telefonia 967,Telefonia,114.0
P04725,Ultra Sport 542,Sport,431.08
P04726,Mini Abbigliamento 474,Abbigliamento,22.33
P04727,Plus Abbigliamento 748,Abbigliamento,300.39
P04728,Pro Elettrodomestici 527,Elettrodomestici,1614.01
P04729,Smart Bellezza 332,Bellezza,1254.92
P04730,Smart Telefonia 1,Telefonia,1036.86
P04731,Max Automotive 132,Automotive,93.33
P04732,Max Informatica 550,Informatica,1838.67
P04733,Smart Giochi 338,Giochi,829.45
P04734,Max Abbigliamento 79,Abbigliamento,1157.95
P04735,Eco Automotive 585,Automotive,981.72
P04736,Eco Giochi 910,Giochi,358.94
P04737,Lite Telefonia 208,Telefonia,1206.04
P04738,Smart Sport 77,Sport,9.79
P04739,Lite Telefonia 145,Telefonia,528.29
P04740,Mini Giardinaggio 244,Giardinaggio,435.57
P04741,Ultra Abbigliamento 518,Abbigliamento,1032.95
P04742,Lite Abbigliamento 303,Abbigliamento,1002.8
P04743,Lite Informatica 119,Informatica,938.77
P04744,Air Abbigliamento 324,Abbigliamento,91.51
P04745,Plus Elettrodomestici 286,Elettrodomestici,1836.36
P04746,Prime Elettrodomestici 545,Elettrodomestici,1607.89
P04747,Mini Giardinaggio 411,Giardinaggio,1095.07
P04748,Ultra Elettrodomestici 369,Elettrodomestici,1070.81
P04749,Prime Abbigliamento 704,Abbigliamento,758.61
P04750,Mini Telefonia 488,Telefonia,1517.76
P04751,Smart Bellezza 482,Bellezza,1852.46
P04752,Prime Telefonia 460,Telefonia,820.6
P04753,Plus Giardinaggio 549,Giardinaggio,518.43
P04754,Mini Automotive 722,Automotive,628.05
P04755,Air Bellezza 604,Bellezza,1596.79
P04756,Smart Bellezza 488,Bellezza,351.76
P04757,Mini Giochi 230,Giochi,315.03
P04758,Ultra Arredamento 549,Arredamento,792.75
P04759,Plus Telefonia 854,Telefonia,185.97
P04760,Prime Giardinaggio 148,Giardinaggio,542.23
P04761,Prime Giochi 279,Giochi,1659.15
P04762,Mini Abbigliamento 79,Abbigliamento,1423.83
P04763,Ultra Telefonia 590,Telefonia,1236.98
P04764,Prime Automotive 751,Automotive,555.56
P04765,Mini Giardinaggio 109,Giardinaggio,442.0
P04766,Mini Informatica 940,Informatica,1234.94
P04767,Lite Automotive 889,Automotive,1174.52
P04768,Max Sport 516,Sport,720.19
P04769,Max Giardinaggio 418,Giardinaggio,443.19
P04770,Pro Arredamento 272,Arredamento,603.9
P04771,Ultra Arredamento 33,Arredamento,613.4
P04772,Eco Elettrodomestici 48,Elettrodomestici,932.87
P04773,Air Automotive 152,Automotive,114.05
P04774,Smart Sport 365,Sport,1213.82
P04775,Mini Telefonia 200,Telefonia,1817.91
P04776,Smart Telefonia 95,Telefonia,525.63
P04777,Lite Automotive 122,Automotive,1461.26
P04778,Ultra Arredamento 43,Arredamento,1479.73
P04779,Prime Automotive 682,Automotive,969.1
P04780,Eco Telefonia 369,Telefonia,19.38
P04781,Max Elettrodomestici 384,Elettrodomestici,1778.17
P04782,Max Telefonia 554,Telefonia,269.53
P04783,Plus Arredamento 969,Arredamento,1834.26
P04784,Plus Abbigliamento 611,Abbigliamento,1895.82
P04785,Lite Telefonia 601,Telefonia,900.41
P04786,Ultra Elettrodomestici 718,Elettrodomestici,83.68
P04787,Pro Sport 22,Sport,1149.63
P04788,Ultra Giardinaggio 935,Giardinaggio,342.37
P04789,Pro Giochi 596,Giochi,1151.57
P04790,Pro Giardinaggio 825,Giardinaggio,1762.42
P04791,Smart Bellezza 778,Bellezza,1121.27
P04792,Air Automotive 935,Automotive,1286.58
P04793,Ultra Abbigliamento 100,Abbigliamento,1655.62
P04794,Mini Bellezza 276,Bellezza,1741.87
P04795,Pro Abbigliamento 956,Abbigliamento,1772.06
P04796,Prime Elettrodomestici 355,Elettrodomestici,1627.8
P04797,Air Informatica 608,Informatica,535.47
P04798,Prime Automotive 541,Automotive,1870.79
P04799,Eco Abbigliamento 367,Abbigliamento,869.85
P04800,Pro Giochi 343,Giochi,463.05
P04801,Eco Abbigliamento 614,Abbigliamento,1939.9
P04802,Ultra Elettrodomestici 688,Elettrodomestici,437.69
P04803,Lite Telefonia 81,Telefonia,598.04
P04804,Air Elettrodomestici 322,Elettrodomestici,859.75
P04805,Prime Elettrodomestici 181,Elettrodomestici,112.81
P04806,Ultra Automotive 534,Automotive,15.6
P04807,Smart Abbigliamento 241,Abbigliamento,426.84
P04808,Smart Informatica 127,Informatica,92.29
P04809,Plus Telefonia 492,Telefonia,1076.57
P04810,Ultra Giardinaggio 621,Giardinaggio,1887.06
P04811,Prime Automotive 920,Automotive,1406.32
P04812,Max Bellezza 980,Bellezza,503.6
P04813,Max Sport 264,Sport,1619.11
P04814,Prime Elettrodomestici 781,Elettrodomestici,865.44
P04815,Max Automotive 262,Automotive,110.06
P04816,Prime Telefonia 145,Telefonia,1551.73
P04817,Smart Sport 630,Sport,1536.89
P04818,Plus Elettrodomestici 408,Elettrodomestici,1392.37
P04819,Eco Abbigliamento 518,Abbigliamento,1037.55
P04820,Max Giochi 414,Giochi,1958.77
P04821,Pro Bellezza 767,Bellezza,1389.05
P04822,Lite Giardinaggio 965,Giardinaggio,583.48
P04823,Lite Automotive 67,Automotive,1826.86
P04824,Max Sport 523,Sport,1511.07
P04825,Eco Bellezza 221,Bellezza,1270.05
P04826,Plus Giardinaggio 249,Giardinaggio,92.99
P04827,Prime Telefonia 430,Telefonia,1707.95
P04828,Pro Abbigliamento 628,Abbigliamento,1578.36
P04829,Pro Arredamento 740,Arredamento,1849.69
P04830,Air Giardinaggio 569,Giardinaggio,625.61
P04831,Lite Abbigliamento 958,Abbigliamento,1535.76
P04832,Pro Telefonia 110,Telefonia,1375.01
P04833,Smart Arredamento 8,Arredamento,1100.58
P04834,Smart Giardinaggio 732,Giardinaggio,1757.14
P04835,Ultra Giardinaggio 656,Giardinaggio,546.64
P04836,Air Abbigliamento 291,Abbigliamento,1260.48
P04837,Pro Elettrodomestici 492,Elettrodomestici,1016.76
P04838,Ultra Abbigliamento 19,Abbigliamento,43.66
P04839,Ultra Telefonia 495,Telefonia,1578.42
P04840,Smart Elettrodomestici 184,Elettrodomestici,618.79
P04841,Plus Bellezza 163,Bellezza,559.32
P04842,Lite Arredamento 438,Arredamento,1563.03
P04843,Max Informatica 648,Informatica,160.49
P04844,Smart Abbigliamento 871,Abbigliamento,1081.55
P04845,Lite Telefonia 425,Telefonia,1366.59
P04846,Air Abbigliamento 802,Abbigliamento,1913.3
P04847,Eco Arredamento 764,Arredamento,786.02
P04848,Air Abbigliamento 961,Abbigliamento,1319.7
P04849,Max Informatica 881,Informatica,712.96
P04850,Ultra Elettrodomestici 982,Elettrodomestici,1005.02
P04851,Plus Bellezza 568,Bellezza,337.05
P04852,Mini Telefonia 747,Telefonia,1652.01
P04853,Mini Giochi 633,Giochi,452.67
P04854,Smart Telefonia 164,Telefonia,752.09
P04855,Max Giardinaggio 328,Giardinaggio,1208.08
P04856,Smart Bellezza 916,Bellezza,345.23
P04857,Smart Giochi 480,Giochi,78.88
P04858,Plus Giardinaggio 766,Giardinaggio,1801.65
P04859,Prime Sport 569,Sport,1087.71
P04860,Smart Giardinaggio 30,Giardinaggio,273.87
P04861,Mini Telefonia 621,Telefonia,422.99
P04862,Air Elettrodomestici 791,Elettrodomestici,473.55
P04863,Air Sport 263,Sport,1904.77
P04864,Prime Elettrodomestici 960,Elettrodomestici,646.48
P04865,Plus Telefonia 342,Telefonia,843.19
P04866,Prime Informatica 388,Informatica,1210.51
P04867,Air Arredamento 802,Arredamento,1906.36
P04868,Air Giochi 694,Giochi,687.93
P04869,Air Arredamento 345,Arredamento,966.34
P04870,Plus Arredamento 56,Arredamento,861.77
P04871,Prime Informatica 503,Informatica,1262.0
P04872,Prime Arredamento 968,Arredamento,1540.32
P04873,Air Bellezza 987,Bellezza,139.95
P04874,Prime Giochi 805,Giochi,1671.43
P04875,Pro Elettrodomestici 521,Elettrodomestici,620.51
P04876,Eco Arredamento 279,Arredamento,1049.19
P04877,Max Informatica 137,Informatica,1047.44
P04878,Smart Abbigliamento 250,Abbigliamento,1707.6
P04879,Ultra Elettrodomestici 896,Elettrodomestici,1511.83
P04880,Eco Telefonia 268,Telefonia,1495.94
P04881,Pro Bellezza 658,Bellezza,1763.36
P04882,Smart Arredamento 499,Arredamento,1054.89
P04883,Plus Elettrodomestici 614,Elettrodomestici,1848.57
P04884,Eco Giardinaggio 730,Giardinaggio,348.36
P04885,Plus Informatica 961,Informatica,1912.9
P04886,Eco Informatica 162,Informatica,961.89
P04887,Prime Elettrodomestici 398,Elettrodomestici,280.49
P04888,Eco Giardinaggio 647,Giardinaggio,1011.43
P04889,Smart Automotive 307,Automotive,194.39
P04890,Smart Elettrodomestici 470,Elettrodomestici,543.06
P04891,Air Bellezza 743,Bellezza,457.13
P04892,Mini Elettrodomestici 334,Elettrodomestici,1144.5
P04893,Eco Bellezza 382,Bellezza,1902.8
P04894,Air Giochi 51,Giochi,1014.4
P04895,Prime Arredamento 367,Arredamento,343.4
P04896,Mini Telefonia 126,Telefonia,563.21
P04897,Max Elettrodomestici 509,Elettrodomestici,1383.53
P04898,Ultra Elettrodomestici 988,Elettrodomestici,682.19
P04899,Lite Abbigliamento 47,Abbigliamento,1218.23
P04900,Plus Arredamento 266,Arredamento,605.17
P04901,Prime Arredamento 886,Arredamento,952.77
P04902,Pro Bellezza 156,Bellezza,82.44
P04903,Lite Giochi 866,Giochi,236.65
P04904,Smart Informatica 484,Informatica,1423.82
P04905,Max Telefonia 966,Telefonia,1892.7
P04906,Pro Bellezza 520,Bellezza,1896.74
P04907,Lite Giochi 94,Giochi,682.98
P04908,Eco Telefonia 377,Telefonia,814.15
P04909,Air Bellezza 381,Bellezza,875.83
P04910,Ultra Sport 330,Sport,1095.64
P04911,Eco Telefonia 231,Telefonia,1589.43
P04912,Lite Bellezza 468,Bellezza,1473.41
P04913,Mini Elettrodomestici 530,Elettrodomestici,425.11
P04914,Pro Arredamento 332,Arredamento,960.88
P04915,Smart Giardinaggio 472,Giardinaggio,683.94
P04916,Lite Bellezza 695,Bellezza,1125.83
P04917,Plus Informatica 265,Informatica,1831.06
P04918,Air Giochi 601,Giochi,1835.34
P04919,Plus Informatica 308,Informatica,92.28
P04920,Smart Telefonia 652,Telefonia,1822.08
P04921,Max Telefonia 579,Telefonia,26.52
P04922,Eco Giochi 377,Giochi,1187.41
P04923,Pro Sport 336,Sport,1614.79
P04924,Max Giochi 472,Giochi,561.28
P04925,Lite Bellezza 376,Bellezza,490.43
P04926,Prime Elettrodomestici 141,Elettrodomestici,1822.11
P04927,Mini Bellezza 758,Bellezza,568.63
P04928,Plus Bellezza 19,Bellezza,1392.44
P04929,Eco Giochi 510,Giochi,519.23
P04930,Smart Giardinaggio 859,Giardinaggio,132.55
P04931,Plus Giardinaggio 568,Giardinaggio,1119.42
P04932,Eco Informatica 345,Informatica,181.22
P04933,Eco Bellezza 612,Bellezza,732.39
P04934,Air Arredamento 244,Arredamento,1476.7
P04935,Eco Giochi 76,Giochi,641.81
P04936,Ultra Telefonia 896,Telefonia,1791.3
P04937,Max Automotive 212,Automotive,515.21
P04938,Max Telefonia 749,Telefonia,137.7
P04939,Pro Giochi 600,Giochi,919.13
P04940,Mini Abbigliamento 648,Abbigliamento,1860.67
P04941,Pro Giochi 327,Giochi,1510.19
P04942,Smart Automotive 866,Automotive,191.84
P04943,Max Bellezza 517,Bellezza,1230.73
P04944,Eco Abbigliamento 503,Abbigliamento,842.76
P04945,Smart Elettrodomestici 317,Elettrodomestici,1948.36
P04946,Max Giochi 579,Giochi,830.37
P04947,Lite Giochi 230,Giochi,1940.31
P04948,Lite Arredamento 925,Arredamento,1277.28
P04949,Mini Sport 75,Sport,381.98
P04950,Pro Informatica 800,Informatica,474.61
P04951,Mini Giochi 21,Giochi,832.72
P04952,Ultra Sport 570,Sport,1018.69
P04953,Smart Automotive 296,Automotive,698.17
P04954,Prime Arredamento 129,Arredamento,1928.46
P04955,Air Bellezza 175,Bellezza,784.3
P04956,Pro Giochi 869,Giochi,1493.14
P04957,Plus Abbigliamento 220,Abbigliamento,1370.49
P04958,Lite Giardinaggio 764,Giardinaggio,1255.89
P04959,Max Elettrodomestici 762,Elettrodomestici,34.14
P04960,Smart Giochi 481,Giochi,1383.75
P04961,Pro Elettrodomestici 461,Elettrodomestici,1321.56
P04962,Max Abbigliamento 436,Abbigliamento,1078.81
P04963,Ultra Bellezza 333,Bellezza,1129.7
P04964,Eco Giochi 253,Giochi,982.66
P04965,Air Giochi 829,Giochi,36.3
P04966,Plus Arredamento 331,Arredamento,1148.63
P04967,Prime Giardinaggio 141,Giardinaggio,267.88
P04968,Pro Giardinaggio 688,Giardinaggio,1767.21
P04969,Air Bellezza 109,Bellezza,754.34
P04970,Mini Elettrodomestici 913,Elettrodomestici,1236.19
P04971,Prime Telefonia 581,Telefonia,1850.11
P04972,Plus Sport 419,Sport,1710.21
P04973,Plus Arredamento 267,Arredamento,77.0
P04974,Lite Abbigliamento 381,Abbigliamento,1020.25
P04975,Smart Abbigliamento 633,Abbigliamento,336.09
P04976,Pro Giochi 946,Giochi,684.93
P04977,Max Bellezza 372,Bellezza,643.89
P04978,Pro Abbigliamento 528,Abbigliamento,1226.45
P04979,Mini Arredamento 818,Arredamento,414.95
P04980,Lite Automotive 293,Automotive,1950.33
P04981,Pro Giochi 329,Giochi,950.89
P04982,Lite Elettrodomestici 52,Elettrodomestici,755.63
P04983,Eco Sport 470,Sport,1569.97
P04984,Ultra Giardinaggio 786,Giardinaggio,601.63
P04985,Prime Automotive 765,Automotive,39.05
P04986,Plus Arredamento 317,Arredamento,1225.26
P04987,Plus Informatica 244,Informatica,1890.08
P04988,Eco Telefonia 869,Telefonia,1573.17
P04989,Ultra Giardinaggio 585,Giardinaggio,1091.09
P04990,Prime Arredamento 220,Arredamento,1604.31
P04991,Max Elettrodomestici 967,Elettrodomestici,1686.34
P04992,Smart Giardinaggio 217,Giardinaggio,1583.1
P04993,Pro Arredamento 512,Arredamento,1981.89
P04994,Prime Elettrodomestici 14,Elettrodomestici,974.25
P04995,Eco Giardinaggio 417,Giardinaggio,1672.76
P04996,Ultra Telefonia 158,Telefonia,415.48
P04997,Eco Informatica 847,Informatica,1179.81
P04998,Smart Abbigliamento 466,Abbigliamento,901.29
P04999,Smart Informatica 464,Informatica,955.62
P05000,Mini Abbigliamento 183,Abbigliamento,1809.78
P05001,Ultra Elettrodomestici 444,Elettrodomestici,189.05
P05002,Air Bellezza 299,Bellezza,1622.32
P05003,Plus Informatica 797,Informatica,782.69
P05004,Lite Arredamento 383,Arredamento,1980.29
P05005,Mini Telefonia 951,Telefonia,1016.22
P05006,Mini Telefonia 637,Telefonia,1515.88
P05007,Lite Elettrodomestici 83,Elettrodomestici,301.19
P05008,Plus Bellezza 144,Bellezza,1356.45
P05009,Lite Informatica 474,Informatica,1266.77
P05010,Max Sport 130,Sport,1239.5
P05011,Smart Sport 939,Sport,1126.92
P05012,Pro Abbigliamento 253,Abbigliamento,1993.29
P05013,Mini Telefonia 246,Telefonia,1867.87
P05014,Mini Giardinaggio 511,Giardinaggio,1062.8
P05015,Pro Telefonia 334,Telefonia,1068.89
P05016,Ultra Abbigliamento 633,Abbigliamento,1206.27
P05017,Air Telefonia 837,Telefonia,711.94
P05018,Max Informatica 86,Informatica,1786.33
P05019,Prime Telefonia 802,Telefonia,1477.29
P05020,Mini Bellezza 695,Bellezza,124.03
P05021,Prime Elettrodomestici 447,Elettrodomestici,581.46
P05022,Smart Giardinaggio 134,Giardinaggio,1983.57
P05023,Ultra Giardinaggio 297,Giardinaggio,547.4
P05024,Air Bellezza 668,Bellezza,363.53
P05025,Lite Automotive 707,Automotive,1902.56
P05026,Eco Giochi 472,Giochi,677.69
P05027,Eco Giardinaggio 782,Giardinaggio,1956.78
P05028,Ultra Sport 721,Sport,853.4
P05029,Smart Sport 655,Sport,1783.27
P05030,Plus Giardinaggio 952,Giardinaggio,1207.16
P05031,Smart Giardinaggio 153,Giardinaggio,884.59
P05032,Eco Giardinaggio 379,Giardinaggio,48.94
P05033,Prime Arredamento 500,Arredamento,134.04
